Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
M,Scottish,Silver,52.0,F,C Scotland,8,28,2,0
F,North,Gold,4.0,A,N West,9,65,6,0
F,North,Silver,16.0,C,N East,10,39,1,1
F,South West,Gold,24.0,C,S West,11,59,5,0
F,North,Silver,27.0,D,N West,13,61,8,0
F,Midlands,Tin,27.193651677572046,D,Wales & West,11,43,9,1
M,North,Tin,28.0,D,Yorkshire,10,50,5,0
M,South East,Gold,19.0,C,S & S East,8,67,6,0
M,South East,Tin,1.0,A,London,9,55,4,0
F,South East,Gold,53.0,F,London,12,48,13,1
M,South East,Tin,52.0,F,London,8,32,7,1
F,North,Tin,25.0,C,Yorkshire,13,38,8,1
F,Midlands,Silver,50.0,F,Midlands,9,39,4,1
M,Scottish,Gold,40.0,E,N Scot,11,44,3,1
M,South East,Silver,30.0,D,S & S East,5,71,9,0
F,Midlands,Gold,27.0,D,Midlands,11,57,6,1
F,Midlands,Gold,51.0,F,East,5,34,5,0
F,North,Tin,35.0,D,N West,11,56,6,1
M,Midlands,Gold,24.0,C,Midlands,6,69,12,0
M,South East,Silver,4.0,A,London,11,53,7,0
F,North,Tin,35.0,D,N East,10,33,9,1
M,North,Silver,23.0,C,Yorkshire,6,67,4,0
F,Scottish,Silver,52.0,F,Border,8,74,5,0
F,North,Gold,52.0,F,N West,4,73,14,0
F,South East,Tin,52.0,F,London,15,37,8,1
F,South West,Silver,37.0,E,S West,7,60,10,1
F,South East,Gold,24.0,C,London,8,61,2,1
F,Midlands,Gold,23.0,C,Midlands,9,74,12,0
F,Midlands,Tin,44.0,E,Midlands,4,49,6,0
F,South East,Tin,34.0,D,London,8,49,8,0
F,South East,Platinum,38.0,E,London,5,58,9,0
M,Midlands,Silver,27.193651677572046,E,Ulster,8,36,1,0
F,Midlands,Silver,14.0,B,Wales & West,8,43,4,0
F,South East,Gold,24.0,C,London,5,76,7,0
F,Midlands,Silver,4.0,A,Midlands,8,78,2,1
F,Midlands,Gold,28.0,D,Wales & West,4,76,6,0
F,Midlands,Silver,44.0,E,Midlands,15,48,9,1
M,North,Tin,44.0,E,Yorkshire,7,68,12,0
M,South East,Platinum,4.0,A,London,7,61,1,0
M,Scottish,Gold,10.0,B,C Scotland,10,64,11,0
M,Midlands,Silver,23.0,C,Wales & West,7,56,11,0
M,South East,Silver,44.0,E,London,8,39,1,0
F,North,Gold,27.0,D,Yorkshire,10,62,5,0
F,Midlands,Silver,44.0,E,Wales & West,11,35,8,1
F,South East,Silver,25.0,C,S & S East,8,35,6,1
M,South East,Tin,45.0,E,S & S East,8,55,8,0
M,North,Silver,27.0,D,N East,7,47,9,0
M,South East,Platinum,12.0,B,S & S East,6,63,6,0
F,North,Tin,16.0,C,Yorkshire,7,33,9,0
M,Midlands,Silver,49.0,F,Midlands,7,50,1,0
M,Scottish,Silver,52.0,F,N Scot,12,57,4,0
M,North,Tin,16.0,C,N West,8,42,5,0
F,Midlands,Silver,20.0,C,Midlands,11,45,4,0
F,Midlands,Silver,51.0,F,East,6,49,4,1
M,Scottish,Silver,23.0,C,Border,9,70,8,0
F,North,Tin,9.0,B,N East,6,39,7,1
F,Midlands,Silver,37.0,E,East,9,37,1,1
F,Scottish,Silver,4.0,A,C Scotland,8,62,2,0
M,Scottish,Gold,5.0,B,C Scotland,9,67,1,0
F,South East,Gold,5.0,B,S & S East,9,59,14,0
M,South East,Silver,27.0,D,London,15,52,5,1
M,South East,Silver,27.0,D,S & S East,9,50,9,0
F,South East,Silver,26.0,C,London,7,35,1,1
F,Midlands,Tin,53.0,F,Wales & West,12,39,5,1
F,Midlands,Gold,38.0,E,Wales & West,12,68,3,1
F,Midlands,Tin,27.193651677572046,E,Wales & West,15,38,9,1
F,Midlands,Tin,4.0,A,Midlands,11,32,5,0
F,North,Tin,51.0,F,Yorkshire,7,30,4,1
F,North,Tin,25.0,C,N West,10,59,10,1
F,South East,Gold,44.0,E,London,8,53,1,0
M,North,Silver,23.0,C,N West,14,53,5,1
F,Midlands,Tin,51.0,F,East,12,53,5,0
F,Midlands,Tin,48.0,F,Midlands,13,53,8,1
M,South West,Tin,51.0,F,S West,7,48,7,0
F,North,Tin,17.0,C,N West,11,61,5,1
F,South East,Silver,55.0,U,London,8,73,9,1
F,Midlands,Silver,52.0,F,Midlands,14,76,9,1
F,North,Tin,17.0,C,Yorkshire,11,44,5,1
F,South East,Platinum,3.0,A,London,9,39,1,1
F,South East,Tin,53.0,F,S & S East,6,35,5,0
F,North,Gold,15.0,B,Yorkshire,11,63,12,0
F,Midlands,Gold,47.0,F,East,11,62,2,0
F,Scottish,Tin,38.0,E,N Scot,9,50,8,0
F,North,Tin,38.0,E,N West,12,34,4,1
F,Scottish,Tin,11.0,B,N Scot,8,69,7,0
F,South East,Tin,3.0,A,London,9,53,7,1
F,South East,Silver,49.0,F,London,15,30,4,1
F,North,Tin,22.0,C,N East,10,44,8,0
F,South East,Silver,20.0,C,London,9,79,2,0
M,Midlands,Tin,16.0,C,Wales & West,7,40,4,0
M,Midlands,Tin,12.0,B,Wales & West,7,43,6,1
F,South East,Silver,52.0,F,London,11,25,1,1
M,Midlands,Silver,35.0,D,Midlands,5,57,4,0
F,North,Silver,4.0,A,N West,7,23,5,1
F,North,Tin,1.0,A,N East,5,58,6,0
F,South East,Tin,7.0,B,London,12,53,5,1
F,South East,Platinum,4.0,A,London,8,57,1,0
M,South East,Tin,25.0,C,London,10,35,8,1
F,South East,Tin,51.0,F,London,8,42,5,0
F,South East,Tin,38.0,E,London,12,33,8,1
F,South East,Silver,52.0,F,London,9,46,2,0
F,North,Tin,24.0,C,N West,12,53,4,0
F,South East,Tin,17.0,C,London,12,43,9,1
F,South East,Silver,18.0,C,S & S East,15,33,1,0
F,Scottish,Gold,52.0,F,Border,6,71,2,0
F,Scottish,Tin,40.0,E,C Scotland,14,35,4,1
M,Midlands,Silver,16.0,C,Wales & West,7,54,11,0
F,Scottish,Silver,27.0,D,N Scot,13,66,5,1
F,South East,Tin,50.0,F,S & S East,15,37,8,1
M,North,Silver,4.0,A,N West,4,58,2,0
M,South East,Tin,4.0,A,London,10,49,8,0
M,Midlands,Tin,44.0,E,Midlands,8,45,10,0
F,Midlands,Tin,34.0,D,Wales & West,8,36,8,1
F,South East,Tin,30.0,D,S & S East,8,37,5,0
F,North,Gold,52.0,F,N West,4,71,14,0
F,South East,Silver,7.0,B,London,10,54,5,1
M,Midlands,Tin,52.0,F,East,8,55,9,0
F,South East,Platinum,23.0,C,S & S East,7,72,8,0
M,North,Tin,46.0,F,N West,7,40,4,0
F,Midlands,Tin,22.0,C,East,4,55,5,0
F,North,Silver,25.0,C,Yorkshire,5,57,4,0
F,North,Tin,12.0,B,N West,10,63,8,0
F,Scottish,Silver,27.0,D,N Scot,10,53,5,0
M,Midlands,Platinum,50.0,F,East,14,70,3,0
M,South East,Gold,52.0,F,London,14,56,2,0
F,Midlands,Gold,27.193651677572046,F,Ulster,12,49,3,0
M,Midlands,Platinum,23.0,C,Wales & West,12,70,14,1
F,North,Gold,27.0,D,N West,4,77,4,0
M,Midlands,Gold,1.0,A,Midlands,6,63,13,0
F,South East,Silver,3.0,A,London,8,54,8,0
F,South East,Gold,3.0,A,London,6,68,5,0
F,North,Silver,32.0,D,Yorkshire,6,53,3,0
F,North,Tin,28.0,D,N West,5,48,5,0
F,North,Silver,22.0,C,N East,5,68,9,0
M,Midlands,Tin,51.0,F,East,7,49,5,0
M,North,Silver,16.0,C,N East,7,73,4,1
F,South East,Gold,18.0,C,London,10,59,2,1
F,Midlands,Gold,51.0,F,Midlands,11,67,2,1
F,Midlands,Gold,12.0,B,Wales & West,10,56,1,0
F,Midlands,Platinum,19.0,C,Wales & West,7,56,3,0
F,South East,Tin,36.0,E,London,8,31,4,0
F,South West,Tin,23.0,C,S West,10,53,9,0
F,Scottish,Silver,3.0,A,C Scotland,9,69,14,0
M,South East,Gold,20.0,C,London,8,75,2,0
M,South East,Tin,24.0,C,S & S East,13,42,5,1
M,Midlands,Silver,42.0,E,Midlands,13,42,8,1
M,Midlands,Silver,52.0,F,Midlands,6,50,6,0
M,South East,Tin,28.0,D,S & S East,7,51,5,0
F,North,Gold,1.0,A,N East,12,25,2,1
F,South West,Silver,52.0,F,S West,10,50,8,0
F,South West,Tin,27.193651677572046,F,S West,8,36,9,0
F,Midlands,Silver,10.0,B,East,9,64,7,1
F,Midlands,Silver,41.0,E,Wales & West,7,55,8,0
F,South East,Gold,14.0,B,London,15,61,4,0
M,North,Gold,49.0,F,N West,11,67,2,0
M,South East,Tin,8.0,B,S & S East,10,37,7,0
F,Scottish,Silver,28.0,D,C Scotland,9,55,4,0
F,South East,Silver,9.0,B,London,10,67,8,0
F,South East,Silver,18.0,C,S & S East,8,53,4,0
F,Midlands,Tin,38.0,E,Midlands,12,43,5,0
F,South East,Gold,44.0,E,London,5,45,3,0
F,South East,Silver,24.0,C,S & S East,9,53,2,0
F,South East,Platinum,44.0,E,London,12,75,14,1
M,Midlands,Silver,27.0,D,Midlands,5,52,1,0
M,North,Gold,28.0,D,N West,10,56,1,1
F,South East,Gold,12.0,B,London,8,52,14,0
F,South East,Tin,30.0,D,S & S East,7,61,6,0
F,North,Tin,51.0,F,N West,7,49,5,0
F,Midlands,Gold,27.193651677572046,F,Ulster,8,63,6,0
F,Midlands,Silver,39.0,E,Midlands,7,69,11,0
F,South East,Silver,25.0,C,London,8,51,9,0
F,North,Tin,47.0,F,N East,4,42,5,0
F,Midlands,Gold,37.0,E,East,15,53,3,0
M,South East,Gold,14.0,B,S & S East,9,53,8,1
M,South East,Silver,4.0,A,London,8,65,14,0
F,North,Silver,10.0,B,N West,7,56,5,0
M,South East,Tin,49.0,F,S & S East,4,40,5,0
F,South East,Tin,8.0,B,S & S East,5,35,5,0
M,South East,Silver,3.0,A,London,7,53,8,0
F,South East,Tin,53.0,F,London,6,35,6,0
F,South East,Gold,32.0,D,London,4,38,5,0
F,Midlands,Silver,33.0,D,Midlands,12,64,10,0
F,Midlands,Tin,52.0,F,Midlands,15,28,4,1
F,South East,Silver,25.0,C,London,8,29,4,1
F,South East,Silver,6.0,B,S & S East,7,71,4,0
M,North,Silver,41.0,E,Yorkshire,13,43,11,0
F,South East,Silver,44.0,E,S & S East,6,70,9,1
F,South West,Silver,19.0,C,S West,12,65,4,1
F,South East,Tin,8.0,B,London,13,57,9,0
F,Midlands,Tin,46.0,F,Midlands,8,54,4,0
F,South East,Silver,27.0,D,London,9,67,9,1
F,Midlands,Silver,27.193651677572046,D,Wales & West,6,73,7,0
F,Midlands,Gold,41.0,E,Midlands,4,73,2,0
F,North,Gold,44.0,E,Yorkshire,9,41,6,0
F,North,Gold,2.0,A,N West,11,64,4,0
F,South East,Tin,37.0,E,S & S East,7,43,5,1
F,South East,Silver,35.0,D,London,6,32,10,1
F,Midlands,Gold,14.0,B,Midlands,4,58,12,0
F,North,Gold,12.0,B,N West,6,70,8,0
M,South East,Silver,28.0,D,S & S East,15,60,2,0
M,Midlands,Tin,53.0,F,East,11,49,10,0
M,South East,Tin,27.193651677572046,F,S & S East,9,72,6,0
F,Scottish,Gold,32.0,D,C Scotland,5,62,5,0
F,North,Silver,38.0,E,N West,6,49,10,0
F,Midlands,Silver,52.0,F,Midlands,7,59,4,0
M,Midlands,Silver,19.0,C,Midlands,8,53,5,0
M,South East,Tin,10.0,B,S & S East,9,32,5,1
F,South East,Tin,3.0,A,London,8,37,5,1
F,Midlands,Gold,12.0,B,Midlands,7,60,3,0
F,North,Silver,53.0,F,Yorkshire,15,62,4,1
F,North,Silver,51.0,F,Yorkshire,6,32,5,1
F,Midlands,Silver,4.0,A,Midlands,11,79,14,0
F,South East,Gold,40.0,E,London,12,37,5,1
F,South East,Gold,44.0,E,London,8,62,5,0
M,South East,Silver,22.0,C,London,9,53,1,0
F,Midlands,Silver,53.0,F,Wales & West,8,68,5,0
F,Midlands,Gold,53.0,F,Midlands,9,51,4,0
F,Scottish,Silver,47.0,F,C Scotland,13,39,2,1
F,Midlands,Gold,3.0,A,Midlands,6,55,14,1
F,South East,Silver,27.0,D,London,4,57,6,0
F,South East,Silver,4.0,A,S & S East,12,50,9,1
M,Midlands,Tin,37.0,E,Wales & West,9,36,4,1
F,South East,Tin,30.0,D,S & S East,8,31,5,1
M,South East,Gold,4.0,A,London,7,51,2,0
M,South East,Gold,13.0,B,London,7,67,8,0
M,South East,Platinum,21.0,C,London,13,68,3,0
M,North,Tin,16.0,C,N East,12,53,8,0
M,South East,Silver,24.0,C,S & S East,4,76,12,0
F,Midlands,Silver,53.0,F,Wales & West,8,53,6,1
F,South East,Silver,34.0,D,S & S East,15,47,8,1
F,North,Silver,16.0,C,N West,6,52,11,0
F,Midlands,Tin,5.0,B,Wales & West,6,44,5,0
M,South West,Gold,2.0,A,S West,9,53,3,0
M,South East,Silver,52.0,F,London,7,29,8,1
M,Midlands,Gold,37.0,E,Midlands,9,55,4,0
M,Midlands,Silver,23.0,C,Midlands,6,61,4,0
F,North,Tin,52.0,F,Yorkshire,7,69,9,0
F,South East,Silver,1.0,A,London,8,70,14,0
F,North,Tin,51.0,F,N West,5,43,5,1
F,Midlands,Gold,14.0,B,Midlands,6,77,3,0
F,North,Silver,39.0,E,N West,15,36,5,1
F,South East,Gold,7.0,B,London,8,38,6,1
F,South East,Gold,8.0,B,London,10,66,7,0
M,North,Silver,10.0,B,Yorkshire,15,58,10,0
M,Midlands,Silver,8.0,B,Midlands,13,46,10,1
F,North,Tin,22.0,C,Yorkshire,7,46,14,0
M,South East,Silver,8.0,B,London,11,63,1,0
F,North,Tin,13.0,B,N West,4,75,8,0
F,South East,Tin,16.0,C,S & S East,7,54,7,1
F,Scottish,Silver,17.0,C,C Scotland,8,64,5,0
F,South East,Tin,38.0,E,London,15,44,4,1
M,North,Gold,24.0,C,N West,12,65,10,0
M,South East,Silver,3.0,A,London,8,61,9,0
F,North,Silver,32.0,D,Yorkshire,6,46,1,0
F,South East,Gold,18.0,C,London,8,67,7,1
M,Midlands,Tin,19.0,C,Wales & West,8,36,5,1
F,South East,Gold,48.0,F,S & S East,7,45,9,0
M,South East,Silver,34.0,D,London,5,36,8,0
F,South East,Gold,4.0,A,London,9,27,3,0
F,South East,Gold,28.0,D,London,11,59,2,0
M,Midlands,Gold,44.0,E,Midlands,8,46,2,0
F,South East,Tin,21.0,C,London,7,37,10,0
F,North,Gold,37.0,E,Yorkshire,6,78,14,0
M,South East,Silver,23.0,C,S & S East,4,79,1,0
F,Scottish,Silver,12.0,B,C Scotland,7,55,5,0
F,South East,Gold,52.0,F,London,6,65,2,0
F,Scottish,Silver,17.0,C,C Scotland,10,55,9,0
F,Midlands,Silver,43.0,E,East,8,52,5,0
F,South East,Silver,33.0,D,London,7,53,5,0
F,South East,Tin,21.0,C,London,4,43,6,0
F,Midlands,Gold,27.0,D,Midlands,8,75,4,0
F,South East,Silver,10.0,B,London,6,44,1,1
F,North,Silver,32.0,D,Yorkshire,10,36,4,1
M,South East,Silver,1.0,A,London,6,64,14,0
M,North,Tin,47.0,F,N West,7,47,8,0
F,Midlands,Gold,34.0,D,Midlands,4,58,13,0
M,Midlands,Gold,38.0,E,East,9,48,5,0
F,Midlands,Silver,27.0,D,Midlands,6,65,14,0
F,North,Tin,19.0,C,N West,8,57,8,0
F,Midlands,Silver,15.0,B,Wales & West,8,74,3,0
F,South East,Tin,25.0,C,London,6,44,5,0
F,Midlands,Gold,27.193651677572046,C,Wales & West,5,49,4,0
F,Midlands,Silver,37.0,E,East,5,44,8,1
F,South East,Gold,3.0,A,London,12,38,5,0
F,North,Tin,27.0,D,N West,8,46,8,0
F,South East,Tin,41.0,E,London,10,28,5,1
M,North,Gold,44.0,E,N West,7,63,6,0
M,North,Platinum,35.0,D,N West,14,53,3,0
F,South East,Gold,35.0,D,London,6,73,7,0
F,South East,Tin,51.0,F,S & S East,4,36,8,0
F,South East,Silver,8.0,B,S & S East,5,74,2,0
M,South East,Gold,44.0,E,S & S East,6,48,4,0
M,Midlands,Gold,18.0,C,Midlands,9,62,11,0
M,Midlands,Tin,2.0,A,Midlands,12,53,5,1
M,Midlands,Gold,15.0,B,Wales & West,9,44,14,1
F,Midlands,Platinum,22.0,C,Midlands,11,58,3,1
F,South East,Tin,30.0,D,S & S East,13,71,5,1
F,Midlands,Gold,35.0,D,Midlands,7,65,2,0
F,North,Gold,12.0,B,Yorkshire,10,76,8,0
F,Midlands,Gold,41.0,E,Midlands,10,58,2,0
M,South East,Silver,51.0,F,S & S East,8,69,14,0
M,South East,Silver,9.0,B,London,5,53,1,0
M,Midlands,Gold,51.0,F,Wales & West,8,72,4,1
F,North,Silver,52.0,F,N West,12,33,9,1
M,South East,Gold,21.0,C,London,6,29,1,0
F,Scottish,Gold,11.0,B,C Scotland,10,39,3,1
F,Midlands,Gold,2.0,A,Wales & West,8,59,9,0
M,South East,Tin,38.0,E,S & S East,7,45,5,0
F,Midlands,Gold,41.0,E,East,9,68,2,0
F,South East,Silver,21.0,C,London,15,49,2,1
F,North,Tin,12.0,B,N East,7,74,8,0
M,Midlands,Gold,19.0,C,Midlands,14,45,2,0
M,Scottish,Silver,51.0,F,C Scotland,12,73,3,0
M,Midlands,Platinum,11.0,B,East,10,54,10,1
F,South East,Silver,32.0,D,London,4,63,1,0
M,North,Platinum,24.0,C,Yorkshire,15,62,9,1
F,Midlands,Gold,22.0,C,Midlands,9,32,1,1
F,Midlands,Gold,52.0,F,Midlands,9,62,2,0
M,South East,Tin,27.193651677572046,F,London,11,58,8,0
M,Scottish,Tin,27.0,D,C Scotland,6,67,5,0
M,Midlands,Platinum,38.0,E,Midlands,6,58,3,0
M,South West,Silver,6.0,B,S West,5,58,8,0
F,South East,Tin,53.0,F,S & S East,13,48,8,1
F,South East,Silver,21.0,C,London,10,57,12,1
M,South East,Gold,31.0,D,London,15,57,8,0
F,Midlands,Gold,24.0,C,Wales & West,4,65,2,1
F,North,Silver,3.0,A,N East,11,53,8,1
M,South East,Gold,18.0,C,S & S East,8,75,2,1
M,South East,Tin,16.0,C,London,12,34,8,0
M,South East,Silver,8.0,B,S & S East,6,74,12,0
F,South East,Tin,4.0,A,London,6,76,8,0
F,South East,Silver,14.0,B,London,6,58,2,0
F,South East,Tin,52.0,F,London,5,36,5,0
F,Midlands,Tin,53.0,F,Midlands,10,37,5,0
F,Midlands,Tin,27.0,D,East,13,35,8,1
M,Midlands,Silver,30.0,D,Wales & West,12,53,9,1
F,South East,Silver,27.0,D,London,9,43,8,1
M,Midlands,Tin,52.0,F,Midlands,10,44,8,1
F,North,Tin,32.0,D,N West,4,38,8,0
F,Midlands,Silver,22.0,C,Wales & West,8,57,8,0
F,South East,Gold,40.0,E,London,13,62,8,0
F,South West,Platinum,49.0,F,S West,9,55,9,0
M,South East,Silver,21.0,C,London,10,46,9,0
M,Midlands,Silver,20.0,C,Wales & West,7,66,8,0
F,South East,Tin,27.0,D,S & S East,8,56,5,0
M,South West,Silver,30.0,D,S West,8,55,14,0
M,South East,Tin,29.0,D,London,8,53,4,0
M,South East,Silver,3.0,A,London,9,53,9,0
F,North,Silver,41.0,E,N East,14,58,14,1
M,Midlands,Tin,27.193651677572046,E,Ulster,8,53,4,0
F,South East,Tin,41.0,E,S & S East,8,56,8,0
F,Scottish,Gold,43.0,E,Border,11,67,11,1
F,South West,Tin,16.0,C,S West,8,51,5,0
F,Midlands,Tin,23.0,C,East,10,55,5,0
M,South East,Silver,6.0,B,S & S East,7,65,8,0
M,North,Silver,12.0,B,N West,13,69,5,0
M,Midlands,Gold,2.0,A,Midlands,8,57,14,0
F,South West,Tin,16.0,C,S West,11,36,7,1
F,North,Gold,4.0,A,Yorkshire,7,51,3,0
F,North,Silver,32.0,D,N West,5,58,5,0
F,South East,Gold,27.0,D,London,7,65,2,0
F,South East,Silver,27.0,D,London,6,59,6,0
M,North,Tin,44.0,E,N West,8,51,4,0
M,Midlands,Silver,24.0,C,Midlands,7,62,11,0
M,Midlands,Tin,52.0,F,Midlands,8,49,5,0
M,South East,Platinum,42.0,E,S & S East,6,70,4,0
F,North,Silver,22.0,C,N East,6,41,10,1
M,North,Gold,15.0,B,N West,11,48,1,0
M,South East,Silver,38.0,E,S & S East,15,22,2,1
F,Midlands,Gold,20.0,C,Midlands,9,74,12,0
F,Midlands,Silver,52.0,F,Midlands,8,46,1,0
F,South East,Tin,53.0,F,London,8,48,3,0
F,North,Gold,4.0,A,N West,9,32,2,1
F,North,Tin,52.0,F,N East,8,32,5,0
F,Midlands,Silver,38.0,E,Midlands,13,49,9,0
F,South East,Gold,35.0,D,London,10,28,14,0
M,South East,Gold,5.0,B,S & S East,12,63,13,0
M,North,Silver,12.0,B,Yorkshire,12,76,9,0
M,North,Silver,52.0,F,N East,12,53,4,1
M,Midlands,Silver,33.0,D,Midlands,9,59,8,0
M,Midlands,Gold,9.0,B,Midlands,10,53,6,0
F,North,Silver,32.0,D,N West,8,59,9,1
F,North,Gold,5.0,B,N West,6,56,9,0
F,South East,Platinum,18.0,C,London,8,71,3,0
M,South East,Gold,8.0,B,London,10,63,4,0
F,North,Silver,49.0,F,Yorkshire,4,61,1,0
F,South East,Silver,1.0,A,London,5,43,10,0
F,South East,Silver,22.0,C,London,11,48,5,1
F,South West,Tin,27.0,D,S West,5,58,5,0
F,South East,Silver,12.0,B,London,6,57,8,0
M,North,Silver,2.0,A,Yorkshire,15,47,5,0
M,North,Tin,37.0,E,N West,7,53,4,0
F,Midlands,Gold,37.0,E,East,6,77,14,0
M,Midlands,Platinum,41.0,E,East,7,69,4,0
M,Scottish,Tin,8.0,B,C Scotland,12,52,5,0
M,North,Tin,35.0,D,N West,8,53,5,0
F,South East,Silver,38.0,E,S & S East,8,42,5,0
M,Midlands,Tin,22.0,C,East,15,48,7,1
F,North,Silver,44.0,E,N West,8,71,14,1
F,South East,Silver,16.0,C,S & S East,15,58,9,0
M,South East,Gold,17.0,C,S & S East,11,54,1,0
F,South East,Silver,7.0,B,London,8,51,5,0
F,Midlands,Silver,28.0,D,Wales & West,11,54,8,0
F,North,Gold,1.0,A,N West,11,53,11,0
F,South East,Gold,5.0,B,S & S East,12,61,1,0
F,South East,Silver,37.0,E,S & S East,15,69,8,0
F,South East,Tin,28.0,D,London,11,49,5,0
M,South East,Tin,28.0,D,London,6,47,8,0
F,Midlands,Silver,12.0,B,Wales & West,12,49,5,1
F,South East,Gold,8.0,B,London,9,55,5,1
F,Midlands,Gold,35.0,D,Midlands,7,67,9,0
M,South East,Silver,52.0,F,London,9,61,4,0
M,Midlands,Silver,25.0,C,East,4,49,9,0
M,South East,Silver,52.0,F,London,8,48,4,0
M,North,Tin,38.0,E,Yorkshire,10,45,10,0
F,Midlands,Silver,52.0,F,Midlands,10,54,5,0
F,Midlands,Tin,51.0,F,East,8,72,8,1
F,Midlands,Gold,53.0,F,Midlands,14,52,6,1
F,Midlands,Silver,52.0,F,Midlands,6,65,2,0
F,Midlands,Silver,19.0,C,Midlands,9,70,5,1
F,Midlands,Tin,52.0,F,Midlands,10,40,5,1
F,Scottish,Silver,1.0,A,C Scotland,7,53,7,0
F,Scottish,Tin,38.0,E,C Scotland,11,37,4,0
F,Midlands,Tin,2.0,A,Midlands,5,53,4,0
F,Scottish,Gold,25.0,C,C Scotland,4,69,12,0
F,North,Gold,33.0,D,N West,5,74,2,0
F,South East,Silver,21.0,C,London,7,33,13,1
F,South East,Tin,16.0,C,London,8,58,4,0
F,South East,Gold,46.0,F,London,11,47,6,0
F,Midlands,Tin,49.0,F,Wales & West,11,53,8,1
F,South East,Silver,6.0,B,S & S East,8,46,14,0
F,South East,Tin,12.0,B,London,11,50,5,0
F,South East,Silver,52.0,F,London,4,70,8,0
F,South East,Silver,28.0,D,S & S East,14,40,1,1
M,Midlands,Silver,27.0,D,Midlands,8,56,10,0
F,South East,Tin,51.0,F,S & S East,8,46,4,0
F,South East,Tin,28.0,D,London,8,44,5,0
M,South East,Gold,5.0,B,S & S East,15,37,6,1
F,South East,Gold,4.0,A,London,7,48,7,1
F,Midlands,Silver,35.0,D,Midlands,15,71,5,1
F,South East,Silver,48.0,F,London,9,32,1,1
F,South East,Tin,27.0,D,London,7,51,9,0
F,Scottish,Gold,32.0,D,N Scot,9,60,2,0
F,Midlands,Gold,19.0,C,Midlands,6,52,7,0
M,North,Tin,52.0,F,Yorkshire,8,48,7,0
M,South East,Tin,8.0,B,S & S East,12,74,7,1
F,South East,Silver,34.0,D,London,4,42,8,1
F,South East,Silver,29.0,D,London,8,37,6,0
F,Midlands,Silver,28.0,D,Wales & West,15,67,9,1
M,Midlands,Silver,51.0,F,East,14,53,6,0
M,North,Silver,17.0,C,N West,5,23,5,0
F,North,Silver,53.0,F,Yorkshire,5,53,5,0
F,South East,Silver,52.0,F,London,7,33,11,0
F,Midlands,Tin,22.0,C,East,6,50,5,0
F,South East,Silver,21.0,C,London,4,51,14,0
F,Midlands,Gold,22.0,C,Midlands,9,72,14,0
F,Midlands,Gold,37.0,E,East,13,72,3,0
F,Scottish,Gold,16.0,C,C Scotland,12,60,3,0
F,Midlands,Silver,4.0,A,Midlands,5,20,3,1
F,South East,Gold,27.0,D,London,9,29,3,1
F,Midlands,Tin,25.0,C,Wales & West,15,43,6,1
F,North,Silver,41.0,E,N West,11,63,9,1
F,Midlands,Gold,33.0,D,Midlands,10,55,6,0
F,Midlands,Silver,53.0,F,Midlands,12,61,5,0
F,North,Silver,49.0,F,Yorkshire,7,78,5,0
F,Midlands,Gold,33.0,D,Midlands,4,43,8,0
F,South East,Silver,24.0,C,London,9,63,14,0
F,South East,Gold,4.0,A,London,10,44,1,1
F,South East,Gold,35.0,D,London,10,53,10,0
F,Midlands,Silver,15.0,B,Midlands,7,60,1,1
M,South East,Silver,22.0,C,London,9,45,4,0
F,Midlands,Silver,17.0,C,East,12,40,4,0
F,South East,Gold,2.0,A,S & S East,11,68,3,0
F,South East,Gold,4.0,A,London,8,56,12,0
F,North,Silver,49.0,F,N West,10,51,6,0
M,South East,Silver,8.0,B,London,14,57,9,1
M,Midlands,Gold,8.0,B,East,8,74,13,0
M,South East,Tin,7.0,B,London,7,43,8,0
F,Midlands,Tin,3.0,A,Midlands,10,51,5,0
F,North,Silver,52.0,F,Yorkshire,7,31,7,0
F,South East,Gold,33.0,D,S & S East,11,24,6,1
F,North,Tin,32.0,D,Yorkshire,8,45,4,0
M,South East,Silver,52.0,F,London,4,46,9,0
M,Midlands,Tin,12.0,B,Midlands,13,33,5,0
M,Midlands,Gold,16.0,C,Wales & West,4,61,4,0
F,South East,Tin,12.0,B,London,6,55,5,1
F,Midlands,Gold,4.0,A,Midlands,12,66,2,0
F,South East,Silver,7.0,B,London,4,47,8,0
F,South East,Silver,52.0,F,London,10,55,12,0
F,Midlands,Silver,23.0,C,Wales & West,13,53,5,0
M,North,Silver,18.0,C,N West,12,65,8,0
F,Scottish,Gold,14.0,B,C Scotland,7,66,6,0
M,Midlands,Silver,52.0,F,Midlands,15,48,9,1
M,Midlands,Tin,38.0,E,East,6,51,8,0
M,South East,Silver,37.0,E,London,9,57,1,0
F,South East,Gold,36.0,E,London,4,77,9,0
F,Midlands,Tin,28.0,D,Midlands,8,53,5,1
F,South East,Gold,3.0,A,London,11,44,7,0
M,Midlands,Tin,52.0,F,Midlands,12,27,5,0
F,South East,Silver,41.0,E,S & S East,6,64,4,0
F,South East,Tin,22.0,C,London,8,59,5,0
M,South East,Silver,3.0,A,London,7,67,9,0
M,South East,Silver,4.0,A,S & S East,6,53,7,0
M,Midlands,Tin,28.0,D,Midlands,10,57,9,0
