Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Scottish,Silver,F,13.0,39.0,2.0,1.0
F,Midlands,Gold,A,6.0,55.0,6.549493629532832,1.0
F,South East,Silver,D,3.0,57.0,6.0,0.0
F,South East,Silver,A,12.0,50.0,9.0,1.0
M,Midlands,Tin,E,9.0,36.0,4.0,1.0
M,South East,Gold,A,7.0,51.0,2.0,0.0
M,South East,Gold,B,7.0,67.0,8.0,0.0
M,South East,Platinum,C,13.0,68.0,3.0,0.0
F,South East,Silver,D,16.0,47.0,8.0,1.0
F,Midlands,Tin,B,6.0,44.0,5.0,0.0
M,South East,Silver,F,7.0,29.0,8.0,1.0
M,Midlands,Silver,C,6.0,61.0,4.0,0.0
F,North,Tin,F,7.0,69.0,9.0,0.0
F,South East,Silver,A,8.0,70.0,15.0,0.0
F,North,Tin,F,5.0,43.0,5.0,1.0
F,Midlands,Gold,B,6.0,77.0,3.0,0.0
F,North,Silver,E,8.881476641620386,36.0,5.0,1.0
F,South East,Gold,B,8.0,38.0,6.0,1.0
M,North,Silver,B,15.0,58.0,10.0,0.0
F,Midlands,Silver,B,13.0,46.0,10.0,1.0
F,North,Tin,C,7.0,46.0,18.0,0.0
M,South East,Silver,B,11.0,63.0,1.0,0.0
F,North,Tin,B,4.0,75.0,8.0,0.0
F,South East,Tin,C,7.0,54.0,7.0,1.0
F,South East,Tin,E,15.0,44.0,4.0,1.0
M,North,Gold,C,12.0,65.0,10.0,0.0
F,North,Silver,D,6.0,46.0,1.0,0.0
F,South East,Gold,C,8.0,67.0,7.0,1.0
F,South East,Gold,F,7.0,45.0,9.0,0.0
M,South East,Silver,D,5.0,36.0,8.0,0.0
F,South East,Gold,A,9.0,27.0,3.0,0.0
M,Midlands,Gold,E,8.0,46.0,2.0,0.0
F,South East,Tin,C,7.0,37.0,10.0,0.0
F,North,Gold,E,6.0,78.0,6.549493629532832,0.0
M,South East,Silver,C,4.0,79.0,1.0,0.0
F,Scottish,Silver,B,7.0,55.0,5.0,0.0
F,Scottish,Silver,C,10.0,55.0,9.0,0.0
F,Midlands,Silver,E,8.0,52.0,5.0,0.0
F,Midlands,Gold,D,8.0,75.0,4.0,0.0
F,South East,Silver,B,6.0,44.0,1.0,1.0
F,North,Silver,D,10.0,36.0,4.0,1.0
M,South East,Silver,A,6.0,64.0,14.0,0.0
M,North,Tin,F,7.0,47.0,8.0,0.0
F,Midlands,Gold,D,3.0,58.0,13.0,0.0
M,Midlands,Gold,E,9.0,48.0,5.0,0.0
F,Midlands,Silver,D,6.0,65.0,17.0,0.0
F,South East,Tin,C,6.0,44.0,5.0,0.0
F,Midlands,Silver,E,5.0,44.0,8.0,1.0
F,South East,Gold,A,12.0,38.0,5.0,0.0
F,North,Tin,D,8.0,46.0,8.0,0.0
F,South East,Tin,E,10.0,28.0,5.0,1.0
F,South East,Gold,D,6.0,73.0,7.0,0.0
F,South East,Silver,B,5.0,74.0,2.0,0.0
M,South East,Gold,E,6.0,48.0,4.0,0.0
F,Midlands,Gold,B,9.0,44.0,20.0,1.0
F,Midlands,Platinum,C,11.0,58.0,3.0,1.0
F,South East,Tin,D,13.0,71.0,5.0,1.0
F,North,Gold,B,10.0,76.0,8.0,0.0
F,Midlands,Gold,E,10.0,58.0,2.0,0.0
M,South East,Silver,F,8.0,69.0,6.549493629532832,0.0
M,Midlands,Gold,F,8.0,72.0,4.0,1.0
F,North,Silver,F,12.0,33.0,9.0,1.0
M,South East,Gold,C,6.0,29.0,1.0,0.0
F,Scottish,Gold,B,10.0,39.0,3.0,1.0
M,South East,Tin,E,7.0,45.0,5.0,0.0
F,Midlands,Gold,E,9.0,68.0,2.0,0.0
F,South East,Silver,C,16.0,49.0,2.0,1.0
F,North,Tin,B,7.0,74.0,8.0,0.0
M,Midlands,Gold,C,14.0,45.0,2.0,0.0
M,Midlands,Platinum,B,10.0,54.0,10.0,1.0
F,South East,Silver,D,2.0,63.0,1.0,0.0
M,North,Platinum,C,18.0,62.0,9.0,1.0
F,Midlands,Gold,C,9.0,32.0,1.0,1.0
M,Midlands,Platinum,E,6.0,58.0,3.0,0.0
M,South West,Silver,B,5.0,58.0,8.0,0.0
F,South East,Tin,F,13.0,48.0,8.0,1.0
F,South East,Silver,C,10.0,57.0,12.0,1.0
M,South East,Gold,D,17.0,57.0,8.0,0.0
F,Midlands,Gold,C,4.0,65.0,2.0,1.0
M,South East,Gold,C,8.0,75.0,2.0,1.0
M,South East,Silver,B,6.0,74.0,12.0,0.0
F,South East,Tin,A,6.0,76.0,8.0,0.0
F,South East,Silver,B,6.0,58.0,2.0,0.0
F,South East,Tin,F,5.0,36.0,5.0,0.0
F,Midlands,Tin,F,10.0,37.0,5.0,0.0
F,Midlands,Tin,D,13.0,35.0,8.0,1.0
F,South East,Silver,D,9.0,43.0,8.0,1.0
M,Midlands,Tin,F,10.0,44.0,8.0,1.0
F,North,Tin,D,4.0,38.0,8.0,0.0
F,South East,Gold,E,13.0,62.0,8.0,0.0
F,South West,Platinum,F,9.0,55.0,9.0,0.0
M,South East,Silver,C,10.0,46.0,9.0,0.0
M,Midlands,Silver,C,7.0,66.0,8.0,0.0
F,South East,Tin,D,8.0,56.0,5.0,0.0
M,South West,Silver,D,8.0,55.0,18.0,0.0
M,South East,Tin,D,8.0,53.0,4.0,0.0
F,North,Silver,E,14.0,58.0,18.0,1.0
F,South East,Tin,E,8.0,56.0,8.0,0.0
F,Scottish,Gold,E,11.0,67.0,11.0,1.0
F,South West,Tin,C,8.0,51.0,5.0,0.0
M,South East,Silver,B,7.0,65.0,8.0,0.0
M,North,Silver,B,13.0,69.0,5.0,0.0
M,Midlands,Gold,A,8.0,57.0,16.0,0.0
F,South West,Tin,C,11.0,36.0,7.0,1.0
F,North,Silver,D,5.0,58.0,5.0,0.0
F,South East,Gold,D,7.0,65.0,2.0,0.0
M,North,Tin,E,8.0,51.0,4.0,0.0
M,Midlands,Silver,C,7.0,62.0,11.0,0.0
M,South East,Platinum,E,6.0,70.0,4.0,0.0
F,North,Silver,C,6.0,41.0,10.0,1.0
M,North,Gold,B,11.0,48.0,1.0,0.0
M,South East,Silver,E,8.881476641620386,22.0,2.0,1.0
F,Midlands,Gold,C,9.0,74.0,12.0,0.0
F,North,Gold,A,9.0,32.0,2.0,1.0
F,North,Tin,F,8.0,32.0,5.0,0.0
F,Midlands,Silver,E,13.0,49.0,9.0,0.0
M,South East,Gold,B,12.0,63.0,13.0,0.0
M,North,Silver,B,12.0,76.0,9.0,0.0
F,North,Silver,D,8.0,59.0,9.0,1.0
F,South East,Platinum,C,8.0,71.0,3.0,0.0
M,South East,Gold,B,10.0,63.0,4.0,0.0
F,North,Silver,F,4.0,61.0,1.0,0.0
F,South East,Silver,C,11.0,48.0,5.0,1.0
M,North,Silver,A,16.0,47.0,5.0,0.0
M,North,Tin,E,7.0,53.0,4.0,0.0
F,Midlands,Gold,E,6.0,77.0,6.549493629532832,0.0
M,Midlands,Platinum,E,7.0,69.0,4.0,0.0
M,Midlands,Tin,C,18.0,48.0,7.0,1.0
F,North,Silver,E,8.0,71.0,6.549493629532832,1.0
F,South East,Silver,C,16.0,58.0,9.0,0.0
F,South East,Silver,B,8.0,51.0,5.0,0.0
F,Midlands,Silver,D,11.0,54.0,8.0,0.0
F,South East,Silver,E,16.0,69.0,8.0,0.0
F,South East,Tin,D,11.0,49.0,5.0,0.0
M,South East,Tin,D,6.0,47.0,8.0,0.0
F,Midlands,Silver,B,12.0,49.0,5.0,1.0
F,South East,Gold,B,9.0,55.0,5.0,1.0
F,Midlands,Gold,D,7.0,67.0,9.0,0.0
M,South East,Silver,F,9.0,61.0,4.0,0.0
M,Midlands,Silver,C,4.0,49.0,9.0,0.0
F,Midlands,Silver,F,10.0,54.0,5.0,0.0
F,Midlands,Tin,F,8.0,72.0,8.0,1.0
F,Midlands,Gold,F,14.0,52.0,6.0,1.0
F,Midlands,Silver,F,6.0,65.0,2.0,0.0
F,Midlands,Silver,C,9.0,70.0,5.0,1.0
F,Midlands,Tin,F,10.0,40.0,5.0,1.0
F,North,Gold,D,5.0,74.0,2.0,0.0
F,South East,Silver,C,7.0,33.0,13.0,1.0
F,South East,Tin,C,8.0,58.0,4.0,0.0
F,Midlands,Tin,F,11.0,53.0,8.0,1.0
F,South East,Silver,B,8.0,46.0,6.549493629532832,0.0
F,South East,Silver,F,3.0,70.0,8.0,0.0
F,South East,Silver,D,14.0,40.0,1.0,1.0
M,Midlands,Silver,D,8.0,56.0,10.0,0.0
F,South East,Tin,F,8.0,46.0,4.0,0.0
F,South East,Tin,D,8.0,44.0,5.0,0.0
F,South East,Gold,A,7.0,48.0,7.0,1.0
F,Midlands,Silver,D,15.0,71.0,5.0,1.0
F,South East,Silver,F,9.0,32.0,1.0,1.0
F,South East,Tin,D,7.0,51.0,9.0,0.0
F,Scottish,Gold,D,9.0,60.0,2.0,0.0
F,Midlands,Gold,C,6.0,52.0,7.0,0.0
M,North,Tin,F,8.0,48.0,7.0,0.0
M,South East,Tin,B,12.0,74.0,7.0,1.0
F,South East,Silver,D,4.0,42.0,8.0,1.0
F,Midlands,Silver,D,15.0,67.0,9.0,1.0
M,North,Silver,C,5.0,23.0,5.0,0.0
F,South East,Silver,F,7.0,33.0,11.0,0.0
F,South East,Silver,C,4.0,51.0,14.0,0.0
F,Midlands,Silver,A,5.0,20.0,3.0,1.0
F,South East,Gold,D,9.0,29.0,3.0,1.0
F,Midlands,Tin,C,16.0,43.0,6.0,1.0
F,North,Silver,E,11.0,63.0,9.0,1.0
F,Midlands,Silver,F,12.0,61.0,5.0,0.0
F,Midlands,Gold,D,4.0,43.0,8.0,0.0
F,North,Gold,A,10.0,44.0,1.0,1.0
F,South East,Gold,D,10.0,53.0,10.0,0.0
F,Midlands,Silver,B,7.0,60.0,1.0,1.0
M,South East,Silver,C,9.0,45.0,4.0,0.0
F,Midlands,Silver,C,12.0,40.0,4.0,0.0
F,South East,Gold,A,11.0,68.0,3.0,0.0
F,North,Silver,F,10.0,51.0,6.0,0.0
M,South East,Silver,B,14.0,57.0,9.0,1.0
F,Midlands,Tin,A,10.0,51.0,5.0,0.0
F,North,Silver,F,7.0,31.0,7.0,0.0
F,South East,Gold,D,11.0,24.0,6.0,1.0
F,North,Tin,D,8.0,45.0,4.0,0.0
M,South East,Silver,F,4.0,46.0,9.0,0.0
F,South East,Tin,B,6.0,55.0,5.0,1.0
F,South East,Silver,F,10.0,55.0,12.0,0.0
M,North,Silver,C,12.0,65.0,8.0,0.0
F,Scottish,Gold,B,7.0,66.0,6.0,0.0
M,Midlands,Silver,F,8.881476641620386,48.0,9.0,1.0
M,South East,Silver,E,9.0,57.0,1.0,0.0
F,South East,Gold,E,4.0,77.0,9.0,0.0
F,South East,Gold,A,11.0,44.0,7.0,0.0
M,Midlands,Tin,F,12.0,27.0,5.0,0.0
F,South East,Silver,E,6.0,64.0,4.0,0.0
F,South East,Tin,C,8.0,59.0,5.0,0.0
M,South East,Silver,A,7.0,67.0,9.0,0.0
M,North,Silver,D,13.0,50.0,5.0,0.0
F,South East,Gold,B,11.0,36.0,6.0,1.0
F,South East,Tin,C,10.0,35.0,4.0,0.0
F,Midlands,Tin,B,12.0,41.0,8.0,1.0
M,North,Tin,F,8.0,48.0,5.0,0.0
F,Midlands,Silver,D,5.0,36.0,2.0,1.0
F,Midlands,Gold,B,9.0,67.0,8.0,0.0
F,Midlands,Gold,B,16.0,70.0,14.0,1.0
F,Scottish,Silver,F,3.0,72.0,16.0,0.0
F,Midlands,Tin,F,10.0,36.0,4.0,1.0
M,Midlands,Gold,B,8.0,44.0,6.0,0.0
F,South East,Silver,A,6.0,77.0,8.0,0.0
F,North,Gold,D,8.0,64.0,8.0,0.0
F,North,Tin,U,5.0,28.0,5.0,1.0
F,South East,Gold,F,10.0,51.0,1.0,0.0
F,Midlands,Gold,C,8.0,51.0,2.0,0.0
F,Midlands,Tin,E,6.0,27.0,4.0,1.0
F,South East,Gold,B,11.0,42.0,4.0,0.0
M,North,Silver,A,12.0,54.0,12.0,0.0
M,South West,Silver,E,8.0,40.0,1.0,0.0
F,South East,Tin,D,9.0,38.0,8.0,1.0
M,Midlands,Tin,C,5.0,51.0,8.0,0.0
F,Midlands,Silver,C,6.0,39.0,5.0,1.0
F,Midlands,Gold,E,9.0,50.0,1.0,0.0
M,Midlands,Gold,E,7.0,41.0,10.0,0.0
F,South East,Tin,C,11.0,70.0,6.0,1.0
F,South East,Gold,E,13.0,48.0,9.0,0.0
F,Midlands,Tin,F,5.0,28.0,5.0,0.0
F,North,Gold,C,4.0,62.0,9.0,0.0
M,Scottish,Gold,B,11.0,70.0,11.0,1.0
F,North,Silver,F,18.0,38.0,4.0,1.0
F,Midlands,Tin,B,9.0,76.0,7.0,0.0
M,North,Silver,F,12.0,49.0,8.0,0.0
M,Scottish,Gold,B,9.0,57.0,2.0,0.0
F,South East,Silver,C,3.0,74.0,2.0,1.0
F,South East,Silver,A,10.0,36.0,5.0,1.0
M,South East,Gold,C,13.0,55.0,1.0,1.0
F,South East,Gold,B,13.0,41.0,1.0,1.0
F,North,Silver,F,14.0,50.0,3.0,0.0
F,South East,Tin,E,16.0,31.0,5.0,1.0
F,South West,Tin,B,14.0,43.0,4.0,1.0
M,Midlands,Platinum,D,9.0,76.0,4.0,0.0
F,South East,Tin,B,10.0,65.0,8.0,0.0
M,Midlands,Tin,D,8.0,58.0,4.0,0.0
F,Scottish,Tin,F,8.0,39.0,5.0,1.0
F,North,Gold,C,6.0,65.0,6.549493629532832,1.0
F,South East,Silver,D,8.0,44.0,11.0,0.0
F,South East,Silver,F,10.0,47.0,9.0,0.0
M,Midlands,Gold,C,10.0,63.0,2.0,0.0
M,Midlands,Tin,F,7.0,51.0,8.0,0.0
F,South East,Tin,F,11.0,51.0,8.0,0.0
F,South East,Tin,C,8.0,52.0,5.0,0.0
F,North,Gold,B,14.0,50.0,11.0,0.0
F,Midlands,Silver,E,8.0,47.0,2.0,0.0
F,Midlands,Silver,B,7.0,64.0,5.0,0.0
M,South West,Gold,B,16.0,60.0,12.0,0.0
F,North,Silver,B,8.0,52.0,2.0,0.0
F,South East,Tin,F,8.0,54.0,7.0,0.0
F,North,Silver,C,7.0,43.0,4.0,0.0
F,Midlands,Gold,F,8.881476641620386,55.0,13.0,1.0
M,South East,Gold,C,7.0,22.0,1.0,0.0
F,North,Gold,F,10.0,56.0,2.0,1.0
M,South East,Tin,D,6.0,57.0,5.0,0.0
M,South East,Silver,U,7.0,49.0,11.0,0.0
M,North,Tin,C,5.0,41.0,9.0,1.0
F,North,Gold,D,5.0,74.0,14.0,0.0
F,South East,Tin,C,14.0,36.0,11.0,1.0
F,Midlands,Silver,E,18.0,33.0,9.0,1.0
F,South East,Silver,F,14.0,36.0,5.0,0.0
F,South East,Silver,C,4.0,39.0,3.0,0.0
F,South East,Gold,C,9.0,19.0,1.0,0.0
F,South East,Silver,C,4.0,40.0,2.0,0.0
F,South East,Tin,E,12.0,63.0,4.0,0.0
F,Midlands,Tin,E,12.0,36.0,4.0,1.0
M,North,Silver,D,13.0,48.0,4.0,0.0
F,North,Silver,D,8.0,53.0,1.0,0.0
F,South East,Silver,F,5.0,79.0,9.0,0.0
F,Midlands,Silver,B,7.0,63.0,9.0,0.0
M,North,Silver,E,9.0,52.0,4.0,0.0
M,Midlands,Silver,C,11.0,57.0,8.0,1.0
F,South East,Tin,F,7.0,37.0,9.0,1.0
F,South East,Silver,D,7.0,58.0,11.0,0.0
F,South East,Tin,A,16.0,55.0,9.0,1.0
F,South East,Tin,D,8.881476641620386,41.0,5.0,1.0
F,North,Gold,B,14.0,52.0,4.0,1.0
M,North,Gold,C,6.0,53.0,5.0,0.0
F,South East,Tin,D,7.0,47.0,8.0,0.0
M,Scottish,Silver,E,4.0,69.0,5.0,0.0
M,South East,Gold,B,11.0,52.0,8.0,0.0
M,South East,Silver,B,17.0,52.0,1.0,0.0
M,Midlands,Silver,D,14.0,62.0,5.0,0.0
F,North,Gold,C,12.0,62.0,8.0,0.0
F,Midlands,Gold,C,5.0,49.0,4.0,0.0
F,South East,Gold,F,7.0,78.0,5.0,0.0
M,South East,Gold,C,8.0,60.0,13.0,0.0
F,South East,Gold,E,6.0,62.0,8.0,0.0
F,North,Tin,D,9.0,44.0,5.0,1.0
F,North,Tin,F,14.0,74.0,8.0,0.0
M,Midlands,Tin,F,5.0,62.0,5.0,0.0
F,South East,Silver,B,5.0,54.0,4.0,0.0
F,South East,Tin,D,15.0,44.0,8.0,1.0
F,Midlands,Tin,U,11.0,27.0,5.0,1.0
F,Midlands,Tin,D,7.0,45.0,8.0,0.0
F,North,Silver,F,11.0,29.0,9.0,1.0
F,South East,Tin,E,2.0,54.0,8.0,0.0
M,Scottish,Gold,B,6.0,51.0,7.0,0.0
F,South East,Tin,B,6.0,49.0,8.0,0.0
F,South East,Tin,D,7.0,49.0,9.0,0.0
M,Scottish,Gold,C,9.0,50.0,1.0,0.0
F,South East,Silver,E,9.0,67.0,4.0,0.0
M,Midlands,Tin,D,9.0,48.0,8.0,0.0
F,Midlands,Gold,B,5.0,57.0,2.0,0.0
M,Scottish,Silver,C,8.0,62.0,18.0,0.0
F,Midlands,Tin,A,9.0,57.0,11.0,0.0
F,Midlands,Tin,F,8.0,40.0,10.0,1.0
F,South East,Silver,D,6.0,51.0,5.0,0.0
F,North,Tin,F,11.0,45.0,5.0,0.0
F,South East,Silver,B,9.0,59.0,4.0,0.0
M,Midlands,Tin,D,7.0,31.0,7.0,1.0
F,Midlands,Silver,F,10.0,47.0,2.0,0.0
M,South East,Silver,F,7.0,38.0,7.0,0.0
F,South East,Gold,B,6.0,73.0,11.0,0.0
F,South East,Gold,B,13.0,77.0,5.0,0.0
F,Midlands,Silver,B,6.0,70.0,5.0,0.0
F,Midlands,Tin,B,3.0,62.0,11.0,0.0
F,North,Gold,B,10.0,62.0,3.0,0.0
M,Midlands,Tin,F,3.0,41.0,5.0,0.0
M,North,Gold,D,13.0,52.0,1.0,0.0
M,North,Silver,B,5.0,67.0,6.549493629532832,0.0
F,South East,Gold,C,10.0,67.0,6.549493629532832,0.0
F,Midlands,Platinum,C,12.0,40.0,3.0,1.0
F,Scottish,Platinum,F,13.0,60.0,5.0,1.0
F,South East,Tin,B,13.0,64.0,7.0,1.0
M,South East,Gold,C,6.0,51.0,7.0,0.0
F,Midlands,Platinum,A,8.0,71.0,5.0,1.0
F,South East,Silver,E,8.0,45.0,6.0,0.0
M,South East,Tin,F,5.0,62.0,7.0,0.0
F,South East,Gold,E,6.0,67.0,6.0,0.0
F,South East,Tin,C,2.0,55.0,8.0,0.0
F,Midlands,Platinum,D,9.0,68.0,3.0,1.0
M,North,Silver,C,6.0,37.0,9.0,0.0
F,South East,Platinum,C,10.0,47.0,1.0,0.0
F,Midlands,Silver,F,10.0,75.0,9.0,1.0
M,Scottish,Silver,D,10.0,47.0,5.0,0.0
M,Midlands,Silver,C,1.0,45.0,8.0,0.0
F,South East,Tin,E,15.0,33.0,5.0,1.0
M,North,Platinum,D,5.0,68.0,3.0,0.0
M,South East,Tin,D,9.0,49.0,4.0,0.0
F,South East,Silver,C,9.0,44.0,11.0,0.0
F,South East,Gold,C,6.0,52.0,5.0,1.0
F,South East,Silver,E,10.0,36.0,9.0,1.0
F,South East,Silver,D,7.0,59.0,5.0,0.0
F,South East,Gold,D,8.0,51.0,7.0,0.0
F,North,Tin,F,15.0,26.0,5.0,1.0
F,North,Tin,F,5.0,41.0,5.0,0.0
F,Midlands,Silver,A,8.0,65.0,5.0,1.0
F,North,Gold,B,11.0,68.0,5.0,0.0
M,South East,Tin,A,10.0,59.0,9.0,0.0
M,Midlands,Gold,F,7.0,64.0,6.549493629532832,0.0
F,South East,Gold,A,6.0,69.0,13.0,0.0
F,South East,Gold,A,12.0,55.0,6.549493629532832,0.0
F,Midlands,Silver,C,13.0,40.0,7.0,1.0
M,North,Silver,D,9.0,76.0,8.0,1.0
F,North,Gold,D,7.0,63.0,4.0,0.0
M,Scottish,Platinum,B,2.0,43.0,7.0,0.0
M,Midlands,Tin,F,6.0,49.0,5.0,0.0
F,South East,Silver,E,9.0,75.0,2.0,0.0
F,Scottish,Silver,C,14.0,72.0,7.0,0.0
F,South East,Gold,F,10.0,70.0,1.0,0.0
F,North,Silver,B,13.0,37.0,4.0,1.0
M,Scottish,Platinum,D,11.0,66.0,15.0,0.0
M,South East,Silver,E,8.0,64.0,9.0,0.0
F,South West,Tin,E,11.0,42.0,4.0,1.0
F,Midlands,Tin,B,4.0,69.0,4.0,0.0
F,South East,Silver,A,13.0,74.0,6.0,0.0
F,Midlands,Gold,B,4.0,72.0,6.549493629532832,0.0
F,Midlands,Tin,C,10.0,78.0,9.0,1.0
F,Midlands,Silver,C,5.0,35.0,3.0,0.0
M,Midlands,Silver,D,10.0,53.0,1.0,0.0
F,Midlands,Silver,F,9.0,74.0,4.0,1.0
F,North,Tin,C,14.0,54.0,9.0,1.0
F,Scottish,Silver,A,5.0,68.0,6.549493629532832,0.0
M,Midlands,Silver,D,10.0,76.0,6.0,1.0
F,North,Silver,D,3.0,48.0,12.0,0.0
M,North,Silver,D,4.0,29.0,5.0,0.0
F,South East,Gold,B,9.0,33.0,13.0,1.0
F,South East,Tin,E,3.0,55.0,5.0,0.0
F,North,Silver,E,11.0,47.0,10.0,1.0
F,North,Silver,F,11.0,32.0,5.0,1.0
F,Midlands,Silver,B,12.0,69.0,8.0,0.0
F,South East,Silver,E,6.0,52.0,11.0,0.0
F,Midlands,Silver,F,1.0,46.0,5.0,0.0
F,South East,Gold,F,5.0,63.0,8.0,0.0
M,South East,Tin,C,11.0,41.0,5.0,0.0
M,South West,Silver,B,10.0,71.0,4.0,0.0
F,Scottish,Silver,B,14.0,48.0,4.0,1.0
F,North,Gold,U,13.0,76.0,14.0,1.0
M,South East,Gold,C,8.0,46.0,2.0,0.0
F,South East,Tin,F,5.0,43.0,5.0,0.0
F,Midlands,Gold,F,12.0,73.0,7.0,0.0
F,Midlands,Silver,A,10.0,48.0,10.0,0.0
F,South East,Silver,A,12.0,54.0,2.0,0.0
F,South East,Tin,F,9.0,49.0,5.0,1.0
F,Midlands,Silver,C,10.0,66.0,3.0,1.0
F,Midlands,Tin,D,10.0,44.0,4.0,1.0
M,South East,Gold,C,8.881476641620386,33.0,9.0,1.0
M,South East,Platinum,B,12.0,70.0,6.549493629532832,0.0
F,South East,Silver,A,10.0,50.0,4.0,0.0
F,South West,Gold,D,6.0,68.0,12.0,0.0
M,South East,Gold,F,10.0,43.0,5.0,1.0
F,South East,Silver,C,12.0,65.0,8.0,0.0
F,South East,Tin,C,7.0,51.0,8.0,0.0
F,North,Gold,D,6.0,52.0,4.0,0.0
F,South East,Silver,C,6.0,46.0,9.0,0.0
F,South East,Gold,A,10.0,71.0,5.0,0.0
M,North,Gold,B,5.0,59.0,1.0,1.0
M,South West,Gold,F,4.0,76.0,13.0,0.0
F,North,Gold,D,7.0,71.0,4.0,0.0
F,North,Silver,B,7.0,24.0,5.0,1.0
F,North,Silver,A,4.0,50.0,5.0,0.0
M,South West,Silver,C,10.0,55.0,5.0,0.0
M,North,Silver,C,10.0,66.0,2.0,0.0
F,North,Silver,D,8.0,59.0,4.0,0.0
F,South East,Gold,D,8.881476641620386,51.0,1.0,1.0
F,Midlands,Tin,F,11.0,34.0,9.0,1.0
M,South East,Tin,A,6.0,76.0,7.0,1.0
M,South East,Tin,D,6.0,39.0,1.0,0.0
F,Midlands,Gold,C,10.0,56.0,5.0,0.0
F,South East,Tin,B,10.0,59.0,5.0,0.0
F,Scottish,Silver,B,5.0,59.0,4.0,0.0
F,Midlands,Tin,F,7.0,38.0,5.0,1.0
F,North,Silver,B,9.0,72.0,3.0,1.0
F,North,Gold,F,11.0,64.0,4.0,1.0
F,South East,Silver,D,9.0,43.0,8.0,0.0
M,South West,Silver,B,3.0,67.0,1.0,0.0
F,South East,Tin,D,8.0,39.0,5.0,1.0
F,North,Tin,D,8.0,67.0,5.0,0.0
F,North,Tin,E,8.0,62.0,5.0,0.0
F,Midlands,Platinum,F,7.0,62.0,2.0,0.0
F,South East,Gold,B,7.0,67.0,2.0,0.0
F,North,Tin,B,7.0,53.0,5.0,1.0
M,Midlands,Silver,D,6.0,50.0,1.0,0.0
F,Midlands,Gold,F,4.0,79.0,2.0,0.0
F,South East,Gold,E,7.0,66.0,2.0,0.0
F,South East,Gold,F,11.0,65.0,5.0,0.0
M,North,Silver,C,9.0,53.0,3.0,0.0
F,South East,Silver,B,9.0,41.0,5.0,1.0
F,Midlands,Silver,F,3.0,64.0,6.0,0.0
F,Midlands,Gold,B,13.0,73.0,1.0,0.0
F,South West,Tin,C,11.0,58.0,8.0,0.0
F,Midlands,Silver,D,10.0,57.0,9.0,0.0
M,South East,Tin,E,11.0,50.0,5.0,1.0
M,Midlands,Tin,C,6.0,43.0,8.0,0.0
F,South East,Silver,B,10.0,53.0,4.0,0.0
F,North,Silver,D,15.0,72.0,2.0,0.0
F,North,Silver,E,17.0,71.0,4.0,1.0
F,Midlands,Silver,E,8.0,56.0,10.0,0.0
M,Midlands,Gold,C,7.0,66.0,14.0,0.0
M,South East,Tin,A,7.0,45.0,7.0,0.0
F,South East,Tin,C,4.0,64.0,5.0,0.0
F,North,Gold,B,6.0,70.0,8.0,0.0
M,South East,Silver,B,6.0,50.0,8.0,0.0
F,South East,Gold,B,9.0,66.0,2.0,1.0
F,South East,Gold,B,9.0,62.0,12.0,1.0
M,South East,Tin,F,16.0,41.0,7.0,0.0
M,South East,Tin,C,7.0,47.0,5.0,0.0
M,Scottish,Tin,E,4.0,50.0,8.0,0.0
F,South East,Silver,F,12.0,32.0,1.0,1.0
F,South East,Silver,B,18.0,52.0,7.0,1.0
F,North,Silver,F,13.0,35.0,12.0,1.0
F,South East,Gold,A,12.0,59.0,11.0,0.0
F,South West,Gold,C,3.0,57.0,5.0,0.0
M,South East,Gold,A,9.0,66.0,14.0,0.0
F,Midlands,Gold,C,8.0,51.0,2.0,0.0
F,North,Silver,B,5.0,64.0,5.0,0.0
F,Midlands,Gold,F,10.0,68.0,6.0,0.0
F,North,Silver,F,5.0,26.0,8.0,0.0
F,South East,Gold,C,9.0,49.0,4.0,1.0
M,Midlands,Silver,C,11.0,54.0,1.0,0.0
F,Midlands,Tin,D,3.0,44.0,5.0,0.0
F,Midlands,Tin,C,5.0,49.0,5.0,0.0
F,South East,Silver,D,5.0,28.0,5.0,0.0
F,Midlands,Silver,D,3.0,58.0,18.0,0.0
M,Midlands,Tin,D,8.0,40.0,8.0,0.0
F,Midlands,Tin,B,13.0,62.0,8.0,0.0
M,North,Tin,F,11.0,48.0,5.0,0.0
F,North,Gold,A,7.0,58.0,4.0,0.0
M,North,Tin,E,9.0,61.0,5.0,0.0
F,North,Silver,F,3.0,66.0,5.0,0.0
F,South East,Silver,U,7.0,33.0,3.0,0.0
M,Midlands,Silver,E,8.0,48.0,8.0,0.0
M,Midlands,Gold,A,2.0,47.0,2.0,0.0
F,North,Tin,C,13.0,44.0,8.0,0.0
F,North,Gold,A,5.0,42.0,1.0,1.0
M,South East,Tin,C,17.0,34.0,4.0,1.0
F,South West,Silver,C,4.0,74.0,5.0,0.0
F,North,Tin,C,4.0,41.0,5.0,0.0
M,South East,Silver,B,9.0,48.0,10.0,0.0
M,Midlands,Silver,D,9.0,55.0,2.0,0.0
F,Scottish,Silver,D,15.0,50.0,6.549493629532832,0.0
F,South East,Silver,B,6.0,67.0,9.0,0.0
M,Scottish,Gold,E,8.881476641620386,38.0,1.0,1.0
M,South East,Silver,B,9.0,75.0,11.0,0.0
